complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel
CBK0002027,TXN00002894,USR-72952,MCH7286,10-Jan-2026,1768080402,,customer issue,Customer says amount was debited twice. pls check asap,WIP,08-Feb-2026,P3,CHATBOT
CBK0001440,TXN00009124,USR51720,MCH1539,1770340288,08/03/2026,Rs. 253,service failed,Customer says transaction was not authorized.,IN_PROGRESS,2026/03/18,M,IVR
CBK0001493,TXN00006595,usr31543,mch5575,18-Jan-2026,24/01/2026,"INR 2,625.77",extra amount deducted,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,28/01/2026,Low,Call Center
CBK0002689,TXN00011270,usr_88203,MCH3731,2026-03-05 01:07:52,08/03/2026 08:07 AM,Rs. 662,not done by me,Payment made to unknown merchant as per customer statement.,Open,2026-03-23 08:07:52,P4,CHATBOT
CBK0001217,TXN00010449,USR 44544,mch3100,2026-01-21 23:13:16,2026-01-27 02:13:16,"₹1,852.30",service failed,User claims account was compromised before transaction.,Resolved,22-Feb-2026,L,Call Center
CBK0001517,TXN00016968,USR40843,MCH2266,06/03/2026,1773272245,1768.72,ATO,Merchant service was not delivered after payment.,Rejected,2026/04/04,Medium,App
CBK0001187,TXN00012133,USR31699,MCH5290,08-Mar-2026,2026-03-12 04:19:58,"INR 1,491.37",login compromised,Complaint received after multiple failed attempts.,PENDING_BANK,19-Mar-2026,L,App
CBK0001516,TXN00013162,USR27947,mch4181,02-26-2026,04-Mar-2026,221.35,service failed,Customer says transaction was not authorized.,Closed,,High,App
CBK0000320,TXN00014355,USR27329,mch4446,2026-03-11 07:51:22,2026-03-07 07:51:22,-493.43,DUP_DEBIT,Merchant service was not delivered after payment.,Pending Bank,2026-04-02 07:51:22,M,chatbot
CBK0001107,TXN44609,USR77130,MCH 2757,31/03/2026,,771.44,customer issue,Customer complaint text unclear due to poor call center notes.,RESOLVED,16/05/2026 03:06 PM,P3,App
CBK0002375,TXN00011957,USR43004,MCH4590,22-Feb-2026,03-09-2026,₹569.94,ATO,User reports money deducted but merchant denies receiving payment.,WIP,10-Mar-2026,M,Email
CBK0000151,TXN00005861,USR31659,MCH5954,21/03/2026,2026/03/23,10091.73,amount mismatch,User reports money deducted but merchant denies receiving payment.,REJECTED,29/03/2026,P4,Email
CBK0001351,TXN00015779,USR-29306,MCH1450,2026/01/06,08/01/2026 08:17 PM,"Rs. 3,948",ATO,customer complaint text unclear due to poor call center notes.,Open,17/01/2026,L,CHATBOT
CBK0001111,TXN00009206,usr23400,MCH6695,09/01/2026,11/01/2026 07:25 AM,"Rs. 1,313",delivery issue,Merchant service was not delivered after payment.,OPEN,02-04-2026,P2,Call Center
CBK0000545,TXN00011868,USR25128,MCH 3714,2026/02/02,1770210710,1080.46,account hacked,Payment made to unknown merchant as per customer statement.,Pending Bank,,Low,CHATBOT
CBK0002717,TXN00010611,usr62341,MCH6810,04-Jan-2026,06/01/2026,1248.48,Customer Dispute,User says UPI PIN was not entered by them.,REJECTED,21/01/2026 12:19 AM,HIGH,CHATBOT
CBK0001384,TXN00016135,USR75723,MCH 7246,2026-02-09 19:42:43,11-Feb-2026,INR 830.69,Unauthorized Transaction,Merchant service was not delivered after payment.,Open,2026/03/04,MEDIUM,chatbot
CBK0002625,TXN00004157,USR-67803,MCH8154,01-25-2026,02-04-2026,Rs. 269,dispute raised,Customer says transaction was not authorized.,Open,02-22-2026,Low,Call Center
CBK0002253,TXN00003501,USR85258,MCH4018,30/01/2026 07:42 PM,,INR 717.53,dispute raised,Payment made to unknown merchant as per customer statement.,Resolved,1770997357,M,Call Center
CBK0002128,TXN00007497,USR22535,MCH7048,2026-02-09 16:05:34,10/02/2026 03:05 PM,-5331.95,scam,User claims account was compromised before transaction. urgent,In Progress,2026/02/13,High,App
CBK0000184,TXN00001095,USR35485,MCH7351,06-Mar-2026,2026/03/09,"INR 1,383.39",dispute raised,User claims account was compromised before transaction.,REJECTED,25/03/2026,MEDIUM,IVR
CBK0001646,TXN00008404,USR50087,MCH8857,02-06-2026,06/02/2026,"INR 6,003.55",unauth txn,Customer complaint text unclear due to poor call center notes.,In Progress,07/03/2026,LOW,IVR
CBK0002445,TXN87166,USR20310,MCH 3100,02-12-2026,20/02/2026,2084.49,login compromised,User says UPI PIN was not entered by them.,Resolved,2026-03-11 01:21:40,MEDIUM,Call Center
CBK0001479,TXN00008854,USR96222,MCH8391,2026-03-12 23:27:49,2026/03/18,2299.14,extra amount deducted,Suspicious high-value payment disputed by customer.,REJECTED,2026-04-15 13:27:49,MEDIUM,CHATBOT
CBK0002009,TXN00007679,USR85277,MCH4226,2026-02-24 19:29:47,28/02/2026 11:29 AM,504.58,service failed,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Open,,H,Branch
CBK0002490,,USR43455,MCH9521,09/01/2026,2026/01/17,"Rs. 1,266",merchant service issue,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,RESOLVED,29/01/2026,High,CHATBOT
CBK0001380,TXN00009008,USR35697,mch7809,2026/03/23,25-Mar-2026,Rs. 743,customer issue,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,REJECTED,1775737182,L,IVR
CBK0002216,TXN00007764,USR83977,MCH3026,2026/03/19,25/03/2026,"INR 6,398.47",complaint,User claims account was compromised before transaction.,OPEN,,Medium,chatbot
CBK0001727,TXN00016545,USR45053,MCH5655,1772649839,07/03/2026,INR 268.66,not done by me,Customer complaint text unclear due to poor call center notes.,In Progress,14-Mar-2026,M,App
CBK0000270,txn-00010202,usr15203,5264,23-Jan-2026,01-25-2026,1328.22,suspicious transaction,Payment made to unknown merchant as per customer statement.,PENDING_BANK,2026/02/02,P4,Branch
CBK0000511,TXN00018141,usr_72986,MCH-8779,03-16-2026,19/03/2026,"₹4,311.27",merchant service issue,Customer complaint text unclear due to poor call center notes.,RESOLVED,28-Mar-2026,MEDIUM,App
CBK0002731,TXN00000182,USR78938,MCH8953,11-Feb-2026,2026/02/17,"₹17,413.88",customer issue,user claims account was compromised before transaction.,CLOSED,26/02/2026,P2,App
CBK0001334,TXN00013020,USR94669,6850,,11-Mar-2026,2027.64,amount mismatch,User reports money deducted but merchant denies receiving payment.,WIP,27/03/2026,M,ivr
CBK0000009,TXN00007204,usr_51727,MCH4175,2026/03/15,2026/03/17,-4713.91,Account Takeover,Suspicious high-value payment disputed by customer.,REJECTED,,High,Branch
CBK0000733,TXN00012362,USR55838,MCH4181,2026-02-05 12:02:58,2026/02/06,4043.04,ATO,User says UPI PIN was not entered by them.,OPEN,08/02/2026 03:02 PM,P1,Branch
CBK0001152,TXN00008504,USR31293,1317,15/02/2026 11:32 PM,1771248743,₹588.20,scam,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,1772803943,P3,Branch
CBK0000886,txn-00012882,USR83501,mch3412,13/01/2026,1768472672,"₹1,791.89",suspicious transaction,Payment made to unknown merchant as per customer statement.,Resolved,28/01/2026,M,CHATBOT
CBK0002753,TXN00006756,USR69271,MCH1635,28/03/2026,28-Apr-2026,₹988.98,Service Not Provided,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,P3,Branch
CBK0001224,TXN00008299,USR61715,MCH1151,04-Jan-2026,07-Jan-2026,"1,586.53",FRAUD,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Open,2026-02-03 03:47:20,Medium,Email
CBK0000155,TXN00010068,USR53527,MCH 9030,12-Mar-2026,14/03/2026,"₹2,128.78",Unauthorized Transaction,Merchant service was not delivered after payment.,PENDING_BANK,03-17-2026,LOW,chatbot
CBK0001466,TXN00015318,USR91423,mch3984,16/02/2026 02:22 PM,2026/02/19,"Rs. 3,397",not delivered,Suspicious high-value payment disputed by customer.,Closed,2026/03/21,Medium,CHATBOT
CBK0001664,TXN00018525,USR61151,MCH2048,18-Jan-2026,17/01/2026,263.29,fraud,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,1770756870,LOW,CHATBOT
CBK0001452,TXN00008175,USR21384,MCH2062,2026/02/22,01/03/2026 07:14 AM,7668.14,complaint,Customer says amount was debited twice.,Open,,Low,App
CBK0002640,TXN00005546,USR34195,MCH2365,24/02/2026 10:34 AM,25/02/2026 04:34 PM,"Rs. 1,518",charged twice,User claims account was compromised before transaction.,Open,,P4,Call Center
CBK0000867,TXN00019528,USR25296,MCH-5076,2026/01/31,2026/01/29,2653.08,item not received,User claims account was compromised before transaction.,Closed,14/02/2026 02:43 PM,Medium,CHATBOT
CBK0002768,TXN68399,USR40977,MCH2404,,31-Jan-2026,INR 562.25,UNAUTHORISED,User claims account was compromised before transaction.,Open,1770104302,High,chatbot
CBK0001778,TXN00019856,USR11814,mch9334,2026-02-02 10:18:46,1770153526,,Account Takeover,Complaint received after multiple failed attempts. call dropped,PENDING_BANK,2026/02/12,HIGH,CHATBOT
CBK0002238,TXN00002006,usr_76792,MCH-3459,,29-Jan-2026,637.05,no service,Payment made to unknown merchant as per customer statement. details missing,OPEN,20-Feb-2026,MEDIUM,Email
CBK0001923,TXN00016966,USR62899,MCH8181,01-10-2026,14-Jan-2026,1081.02,charged twice,customer complaint text unclear due to poor call center notes.,Resolved,2026/01/21,LOW,Email
CBK0000471,TXN00007267,USR46455,mch8953,1767639441,2026-01-20 19:57:21,890.07,Duplicate Debit,Merchant service was not delivered after payment.,REJECTED,,LOW,CHATBOT
CBK0001626,TXN49458,USR11987,MCH8783,20-Feb-2026,22/02/2026 06:45 PM,12414.63,Customer Dispute,User claims account was compromised before transaction.,Open,03/03/2026,CRIT,Branch
CBK0002210,TXN00005430,USR-83180,MCH5840,28/02/2026 05:08 PM,31/03/2026 01:08 PM,"₹1,006.88",unauth txn,Complaint received after multiple failed attempts.,Pending Bank,25/04/2026 01:08 PM,M,ivr
CBK0000127,TXN00007654,USR54113,MCH3992,06/03/2026,20-Apr-2026,"1,028.53",charged twice,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,05/05/2026 09:02 PM,P3,CHATBOT
CBK0000705,TXN00001152,USR35882,MCH9206,03-27-2026,28/03/2026,"INR 1,038.46",double debit,customer complaint text unclear due to poor call center notes.,REJECTED,03/04/2026 06:16 AM,P3,chatbot
CBK0000507,TXN00012054,USR-64199,MCH5589,1772458749,,666.76,Fraud Suspected,Complaint received after multiple failed attempts.,In Progress,2026-03-30 13:39:09,H,Call Center
CBK0002408,TXN00013519,21313,MCH 4396,07/01/2026 08:45 AM,10/01/2026 02:45 PM,4980.8,merchant service issue,Merchant service was not delivered after payment.,WIP,02-08-2026,High,CHATBOT
CBK0002332,TXN00002710,USR 70317,MCH5459,2026/02/12,2026/02/13,2072.0,not delivered,User claims account was compromised before transaction.,RESOLVED,,L,chatbot
CBK0000698,TXN00005431,usr66398,MCH-1320,1774963869,02/04/2026,1631.64,double debit,customer says transaction was not authorized.,Rejected,22/04/2026 11:31 AM,HIGH,Email
CBK0000383,TXN00013042,USR 84199,9709,27/03/2026,2026-03-28 07:14:43,5855.28,ATO,complaint received after multiple failed attempts.,Closed,24/04/2026,M,Branch
CBK0001198,TXN00016001,usr34436,MCH-2936,,05/02/2026 06:11 AM,812.93,suspicious transaction,Payment made to unknown merchant as per customer statement.,OPEN,22/02/2026,High,CHATBOT
CBK0002194,,USR 21052,MCH3797,08/03/2026,12/03/2026,,unauthorized_transaction,User reports money deducted but merchant denies receiving payment.,Open,,CRIT,App
CBK0001129,TXN00019231,USR32448,MCH5534,03-02-2026,07/03/2026,"INR 1,213.34",complaint,User reports money deducted but merchant denies receiving payment.,Pending Bank,2026/03/26,P4,CHATBOT
CBK0002586,TXN00016107,USR-77915,MCH8391,15/03/2026,2026-04-14 10:20:30,800.72,complaint,Payment made to unknown merchant as per customer statement.,Open,12/05/2026 10:20 AM,Low,Branch
CBK0001794,TXN00009546,USR84804,MCH3045,13/03/2026,14/03/2026,₹562.28,customer issue,Customer says transaction was not authorized.,Open,16/03/2026 10:34 AM,MEDIUM,App
CBK0000707,TXN00009174,usr25529,MCH1041,2026/03/28,28-Apr-2026,"Rs. 3,544",no service,Complaint received after multiple failed attempts.,WIP,2026/05/04,L,App
CBK0000675,TXN00002371,USR78353,mch5277,02-26-2026,09-Mar-2026,-7577.71,Service Not Provided,customer says amount was debited twice.,REJECTED,10-Mar-2026,P3,Email
CBK0000461,TXN00013811,98133,MCH3815,18/03/2026 10:28 PM,2026/03/21,2059.37,Account Takeover,User says UPI PIN was not entered by them. details missing,Pending Bank,,Medium,App
CBK0000077,TXN00016365,USR 65949,MCH5705,17/01/2026 10:07 AM,2026-01-18 13:07:29,287.37,charged twice,User reports money deducted but merchant denies receiving payment.,RESOLVED,05-Feb-2026,P4,App
CBK0000606,TXN00009406,USR72675,MCH2266,,13/01/2026 04:20 PM,"Rs. 2,488",no service,Merchant service was not delivered after payment.,Rejected,24/01/2026 04:20 PM,P3,ivr
CBK0001417,TXN00014359,USR93454,6178,2026-02-23 20:16:08,03-02-2026,"Rs. 3,642",Account Takeover,Payment made to unknown merchant as per customer statement.,Closed,03-06-2026,Low,chatbot
CBK0000880,TXN00018703,USR63444,MCH2434,2026/01/31,07/02/2026,"Rs. 1,513",no service,suspicious high-value payment disputed by customer.,In Progress,2026-02-21 16:50:46,Critical,Branch
CBK0001536,TXN00003677,USR67399,MCH1566,23/02/2026 02:32 AM,28/02/2026 03:32 PM,1364.35,not delivered,Customer says transaction was not authorized. pls check asap,RESOLVED,,L,Email
CBK0002472,TXN00013665,USR72656,MCH2756,1772635958,07/03/2026,-616.17,Wrong Amount,Suspicious high-value payment disputed by customer. pls check asap,Resolved,2026-04-06 10:52:38,HIGH,chatbot
CBK0002484,TXN00005205,usr_19551,MCH5064,26-Feb-2026,04/03/2026,"6,694.94",Customer Dispute,Complaint received after multiple failed attempts.,Resolved,,H,ivr
CBK0002036,TXN00014884,50473,MCH6069,20/02/2026,24-Feb-2026,,Duplicate Debit,Customer says amount was debited twice.,In Progress,2026/03/19,P3,ivr
CBK0000666,,usr_33350,MCH6639,,2026-01-11 03:18:30,8521.71,complaint,User says UPI PIN was not entered by them. call dropped,Resolved,01-28-2026,Medium,chatbot
CBK0002496,TXN00016961,USR12384,mch4196,26/02/2026 01:00 PM,1773489658,433.87,not delivered,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Open,2026/04/10,P3,Branch
CBK0002579,txn-00002668,USR-57244,MCH3590,02-02-2026,05/02/2026,551.59,unauthorized_transaction,User claims account was compromised before transaction.,Rejected,03/03/2026,H,CHATBOT
CBK0001621,TXN00006638,USR85507,MCH6644,2026/01/03,2026/01/19,2742.66,amount mismatch,User reports money deducted but merchant denies receiving payment.,Open,08-Feb-2026,CRIT,chatbot
CBK0002033,TXN00018868,USR88284,2152,1773058407,13/03/2026,180.66,account hacked,Merchant service was not delivered after payment.,CLOSED,09-Apr-2026,HIGH,chatbot
CBK0000887,TXN00005845,USR 53491,MCH4767,2026-01-18 10:49:09,21-Jan-2026,,Customer Dispute,Customer says amount was debited twice.,Pending Bank,2026/01/27,CRIT,chatbot
CBK0002341,TXN00012704,USR27290,MCH3954,19-Jan-2026,22/01/2026 11:30 PM,2025.76,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,CLOSED,07-Feb-2026,H,Branch
CBK0000701,TXN00002775,USR-31842,MCH7869,25/01/2026,2026-01-30 15:50:18,"₹6,779.18",not delivered,Merchant service was not delivered after payment.,Pending Bank,21-Feb-2026,LOW,CHATBOT
CBK0002499,TXN00012098,USR40113,MCH-9719,2026-02-09 05:17:08,,Rs. 708,service failed,merchant service was not delivered after payment.,Rejected,19/02/2026 08:17 AM,LOW,Email
CBK0002356,TXN00014945,USR84844,MCH-5076,2026-03-20 19:35:48,21/03/2026,"INR 1,720.02",dispute raised,Suspicious high-value payment disputed by customer.,REJECTED,03-25-2026,Medium,App
CBK0000488,TXN00008670,USR17815,MCH6810,03/03/2026,,992.85,Customer Dispute,User claims account was compromised before transaction.,IN_PROGRESS,27/03/2026,Low,chatbot
CBK0001653,TXN00008030,USR-83418,MCH6033,02-02-2026,2026/03/20,1200.17,no service,Customer says amount was debited twice.,Resolved,2026-03-28 11:43:48,M,ivr
CBK0002360,TXN00016689,USR 22630,6419,03-05-2026,2026/03/11,"2,052.97",unauthorized_transaction,User claims account was compromised before transaction.,Pending Bank,,Low,Call Center
CBK0002567,TXN00016286,USR90993,MCH 5462,13/03/2026 02:22 AM,18/03/2026 09:22 AM,1887.01,delivery issue,Payment made to unknown merchant as per customer statement.,CLOSED,16/04/2026,P3,chatbot
CBK0002701,TXN00015262,USR 47926,MCH5959,07/01/2026 03:19 PM,08-Jan-2026,2260.38,Customer Dispute,Customer says amount was debited twice. NA,Open,29/01/2026,L,IVR
CBK0001076,TXN00014751,USR40036,MCH9461,15/01/2026,01-16-2026,-1337.67,double debit,Customer says amount was debited twice.,Pending Bank,,MEDIUM,chatbot
CBK0001229,TXN00014638,USR33934,MCH4422,,1770261850,"Rs. 1,064",item not received,suspicious high-value payment disputed by customer.,CLOSED,,P4,ivr
CBK0001253,TXN48192,USR32413,MCH7724,2026/03/07,03-09-2026,"1,863.22",customer issue,User claims account was compromised before transaction.,Pending Bank,,L,ivr
CBK0001863,TXN00004455,USR92111,MCH2672,01-24-2026,02-01-2026,559.19,Fraud Suspected,payment made to unknown merchant as per customer statement.,Resolved,,Medium,Email
CBK0000864,TXN58515,usr41631,MCH1320,21-Jan-2026,31/01/2026 03:38 PM,216.17,merchant service issue,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,,High,CHATBOT
CBK0001853,TXN00008375,USR 11036,MCH-7833,2026-01-09 13:20:42,,372.08,double debit,Complaint received after multiple failed attempts.,RESOLVED,1770751242,LOW,Branch
CBK0001308,TXN00016774,USR71704,MCH4590,03-14-2026,19/03/2026,9878.08,merchant service issue,Customer says amount was debited twice.,Pending Bank,19/03/2026,CRIT,Branch
CBK0001006,TXN00005755,USR95625,MCH4181,1774800915,04-28-2026,740.85,fraud,Suspicious high-value payment disputed by customer.,WIP,,P3,App
CBK0001269,TXN00007095,USR24536,MCH8953,2026-02-06 04:54:54,2026/02/07,"Rs. 1,816",unauth txn,User says UPI PIN was not entered by them.,IN_PROGRESS,17/02/2026 08:54 AM,M,ivr
CBK0000607,TXN00007941,usr_62254,MCH1419,03-01-2026,1772688801,-15519.36,suspicious transaction,User reports money deducted but merchant denies receiving payment.,REJECTED,,P4,CHATBOT
CBK0001541,TXN00011858,USR73594,MCH4651,08/03/2026,04-07-2026,7857.66,Duplicate Debit,Payment made to unknown merchant as per customer statement. call dropped,Open,,P3,Email
CBK0000990,TXN00010883,USR 94792,MCH-2338,01-Mar-2026,2026/03/04,2301.28,suspicious transaction,Merchant service was not delivered after payment.,Closed,07/03/2026,CRIT,IVR
CBK0002713,TXN00016837,USR36321,MCH2065,03-09-2026,13/03/2026,,dispute raised,Customer complaint text unclear due to poor call center notes.,Rejected,25/03/2026,HIGH,CHATBOT
CBK0001590,TXN00014261,usr66321,MCH8391,1767319716,07-Jan-2026,-750.7,merchant service issue,Complaint received after multiple failed attempts.,PENDING_BANK,2026/01/15,P3,ivr
CBK0002311,TXN00011525,usr73683,MCH3681,29-Mar-2026,2026/04/14,3875.84,Customer Dispute,Customer complaint text unclear due to poor call center notes.,Pending Bank,2026/05/11,P3,chatbot
CBK0001892,TXN00019135,USR46902,MCH3656,25-Feb-2026,28/02/2026,-690.96,unauthorized_transaction,Complaint received after multiple failed attempts.,OPEN,03/03/2026,Medium,chatbot
CBK0002635,TXN00012235,USR39811,MCH 4990,22/02/2026 12:05 PM,24/02/2026 04:05 PM,-10021.84,double debit,Customer complaint text unclear due to poor call center notes.,Open,,M,Call Center
CBK0000537,TXN00006837,USR-35532,MCH7922,07/01/2026,1767954531,Rs. 374,Customer Dispute,Suspicious high-value payment disputed by customer.,RESOLVED,,P3,chatbot
CBK0000081,TXN00016937,usr98012,MCH 5770,25-Jan-2026,27/01/2026,-6269.03,amount mismatch,merchant service was not delivered after payment.,RESOLVED,2026/02/05,M,Email
CBK0000117,TXN00008534,USR46501,MCH8277,25/02/2026,03-08-2026,INR 652.86,customer issue,Customer says amount was debited twice.,Pending Bank,,High,Email
CBK0001244,TXN59954,USR15501,MCH3432,2026-03-12 11:29:14,18/03/2026,1289.25,charged twice,Customer complaint text unclear due to poor call center notes.,REJECTED,21-Mar-2026,Medium,App
CBK0001057,TXN00013162,USR95375,mch1477,2026/03/28,30-Mar-2026,"Rs. 3,182",dispute raised,Customer says transaction was not authorized.,In Progress,24/04/2026 10:56 AM,M,App
CBK0002085,TXN99329,USR-70175,MCH8953,2026/03/07,10/03/2026,"2,454.92",FRAUD,Suspicious high-value payment disputed by customer.,In Progress,07/04/2026 09:00 PM,P4,CHATBOT
CBK0000088,TXN00002716,USR62830,MCH4381,2026/01/22,25/01/2026,"INR 8,825.16",incorrect amount,merchant service was not delivered after payment.,Rejected,2026/02/15,Medium,Call Center
CBK0000847,TXN00010448,USR75789,MCH4429,2026/03/26,2026/03/28,-387.13,not done by me,User reports money deducted but merchant denies receiving payment.,REJECTED,28/03/2026,HIGH,Call Center
CBK0001388,TXN00008970,USR73474,MCH8142,,1775047530,"Rs. 4,522",Duplicate Debit,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,OPEN,,LOW,IVR
CBK0002155,TXN00016461,USR71348,MCH4824,1771784042,25/02/2026,-734.05,Merchant Not Delivered,Complaint received after multiple failed attempts.,Pending Bank,03-05-2026,HIGH,IVR
CBK0002217,TXN00017718,USR99570,MCH5980,20/01/2026,23/01/2026,1451.78,complaint,Customer says txn was not authorized.,REJECTED,2026/02/04,P4,Branch
CBK0001218,TXN74714,USR28268,MCH1154,,30-Mar-2026,"2,166.47",not delivered,Merchant service was not delivered after payment.,Pending Bank,03/04/2026,HIGH,Email
CBK0001265,TXN00004057,USR-26009,MCH6381,29/01/2026 03:59 AM,30/01/2026,"1,149.72",Duplicate Debit,User reports money deducted but merchant denies receiving payment.,In Progress,2026-02-15 15:59:11,P3,App
CBK0000087,TXN00008323,USR 70375,MCH3815,2026-03-26 04:50:42,2026-03-29 08:50:42,"₹36,675.43",account hacked,merchant service was not delivered after payment.,Pending Bank,2026-03-29 08:50:42,P3,IVR
CBK0001572,TXN00014973,USR69706,MCH9344,2026-01-11 08:59:33,11/01/2026 10:59 AM,Rs. 737,dispute raised,User says UPI PIN was not entered by them.,Closed,2026/01/23,L,CHATBOT
CBK0002221,TXN00016939,USR56378,mch2383,02-24-2026,07/03/2026,"₹27,330.78",Customer Dispute,Customer says transaction was not authorized.,Rejected,12/03/2026,Critical,ivr
CBK0001983,TXN00012545,usr_12475,mch1320,05-Jan-2026,2026-01-07 21:57:07,INR 886.93,charged twice,User says UPI PIN was not entered by them.,Rejected,16/01/2026,H,Call Center
CBK0001310,TXN00006669,USR 64847,MCH4786,,18/02/2026 03:36 PM,-2766.56,double debit,Customer complaint text unclear due to poor call center notes.,Closed,2026/03/13,P4,Call Center
CBK0002495,TXN00002679,USR24536,8280,1767801684,15/01/2026 11:01 AM,1214.71,Account Takeover,User reports money deducted but merchant denies receiving payment.,Closed,2026/02/10,L,Branch
CBK0002000,TXN00006334,USR56042,MCH4130,29/01/2026 03:04 PM,09-Feb-2026,-1206.9,double debit,Customer says amount was debited twice. pls check asap,IN_PROGRESS,09-Feb-2026,P3,App
CBK0001034,TXN00017915,usr_65211,mch7357,02-Feb-2026,2026/02/08,"1,532.42",service failed,Customer complaint text unclear due to poor call center notes. urgent,REJECTED,1772864899,MEDIUM,ivr
CBK0000401,TXN00001653,33650,MCH5294,04/02/2026,1770295634,"Rs. 4,022",Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,2026-02-07 12:47:14,P3,ivr
CBK0001880,TXN00013813,USR-85610,MCH6626,21/01/2026,2026/03/07,,scam,Customer says transaction was not authorized.,REJECTED,03-19-2026,P3,chatbot
CBK0000884,TXN00014060,USR-97772,mch9069,21/02/2026 10:06 AM,26/02/2026 11:06 PM,613.53,no service,User reports money deducted but merchant denies receiving payment.,REJECTED,07-Mar-2026,CRITICAL,chatbot
CBK0001963,TXN00002490,USR56287,MCH-9228,2026-01-21 11:23:07,2026-01-21 12:23:07,"Rs. 1,170",ATO,Customer says amount was debited twice.,CLOSED,2026/01/27,Low,Branch
CBK0000203,TXN00002521,USR11015,MCH5051,01-04-2026,01-06-2026,"Rs. 4,940",no service,User claims account was compromised before transaction.,CLOSED,,H,Call Center
CBK0002334,TXN00013909,61147,MCH-6628,01-10-2026,01-12-2026,₹449.15,Customer Dispute,merchant service was not delivered after payment.,Rejected,16/01/2026 02:42 PM,H,IVR
CBK0002556,TXN00014016,USR 85655,MCH2065,2026/03/01,04-Mar-2026,"₹2,538.70",Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,WIP,2026-03-07 09:29:57,P4,Email
CBK0000337,TXN00013045,USR 42531,MCH1288,2026/01/19,20/01/2026 08:51 AM,546.9,Service Not Provided,Customer complaint text unclear due to poor call center notes.,Rejected,,Low,CHATBOT
CBK0002542,TXN00004045,USR54255,MCH7383,2026-03-24 03:03:18,1775678598,"INR 14,158.32",account hacked,Merchant service was not delivered after payment.,PENDING_BANK,1776110598,P4,Call Center
CBK0002678,TXN74852,USR64694,MCH3676,2026/02/11,,1652.05,double debit,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,2026-03-11 16:25:29,MEDIUM,Call Center
CBK0001617,TXN00001553,usr68522,MCH7372,2026/01/08,08-Feb-2026,"5,796.41",merchant service issue,Payment made to unknown merchant as per customer statement. pls check asap,PENDING_BANK,21/02/2026 04:46 AM,Critical,Call Center
CBK0002109,TXN00005274,USR 70317,MCH7833,2026-02-26 09:34:34,27/02/2026 01:34 PM,4290.41,incorrect amount,Customer says amount was debited twice.,Resolved,13/03/2026 01:34 PM,H,chatbot
CBK0000136,txn-00000724,USR55205,MCH4226,02-20-2026,26/02/2026,Rs. 454,dispute raised,User says UPI PIN was not entered by them.,CLOSED,,HIGH,Email
CBK0002243,TXN00019786,usr27947,MCH1674,2026/03/15,17-Mar-2026,1377.81,unauth txn,Customer complaint text unclear due to poor call center notes.,Pending Bank,,CRIT,Email
CBK0000579,TXN00006902,usr30658,MCH8779,,09/04/2026,"₹2,179.89",Wrong Amount,Customer says amount was debited twice.,CLOSED,25-Apr-2026,Critical,Call Center
CBK0002191,TXN00005500,usr99576,MCH4473,25-Jan-2026,31/01/2026,1721.07,account hacked,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,CLOSED,2026/02/09,P2,Call Center
CBK0002147,TXN00010700,USR-22862,MCH3741,03-21-2026,2026/03/29,393.01,item not received,Payment made to unknown merchant as per customer statement.,WIP,2026/03/29,M,chatbot
CBK0002214,,USR72691,MCH3098,2026/02/03,14/02/2026 12:01 AM,"Rs. 3,364",delivery issue,Payment made to unknown merchant as per customer statement.,Closed,,MEDIUM,ivr
CBK0002699,TXN00004968,USR63160,MCH2867,2026-02-09 02:29:10,19/02/2026 10:29 AM,-686.93,ATO,Customer says transaction was not authorized.,IN_PROGRESS,2026/02/27,HIGH,IVR
CBK0000910,TXN00010888,USR26595,MCH 8921,01-27-2026,2026-01-31 19:55:18,₹925.14,amount mismatch,User reports money deducted but merchant denies receiving payment.,Closed,2026-02-08 19:55:18,LOW,chatbot
CBK0002050,TXN00003990,USR78005,MCH8100,22/01/2026 08:54 PM,27/01/2026 10:54 PM,-5710.85,extra amount deducted,Customer says amount was debited twice.,CLOSED,,Medium,CHATBOT
